video_id,creator_handle,category,title,method,usable_transcript,transcript_path,public_url,local_video,note
7628791249079700767,@biohacking.babe,talking_head,Fine Lines Serum Talk,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7628791249079700767.txt,https://www.tiktok.com/@biohacking.babe/video/7628791249079700767,assets/videos/talking-biohacking.babe-7628791249079700767.mp4,TikTok subtitle.
7618313975263956237,@kajsa.ziebell,talking_head,Under-Eye And Smile Line Hook,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7618313975263956237.txt,https://www.tiktok.com/@kajsa.ziebell/video/7618313975263956237,assets/videos/talking-kajsa.ziebell-7618313975263956237.mp4,TikTok subtitle.
7621029735853722894,@southwellness,talking_head,New Face Card At 35,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7621029735853722894.txt,https://www.tiktok.com/@southwellness/video/7621029735853722894,assets/videos/talking-southwellness-7621029735853722894.mp4,TikTok subtitle.
7624739135223336205,@wellnessbenefitsonly,talking_head,Wrinkle Skin Hook,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7624739135223336205.txt,https://www.tiktok.com/@wellnessbenefitsonly/video/7624739135223336205,assets/videos/talking-wellnessbenefitsonly-7624739135223336205.mp4,TikTok subtitle.
7629543244132551949,@kaylavashti,talking_head,Turning 39 Skin Hook,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7629543244132551949.txt,https://www.tiktok.com/@kaylavashti/video/7629543244132551949,assets/videos/talking-kaylavashti-7629543244132551949.mp4,TikTok subtitle.
7626737286692130051,@joshadk,talking_head,Fine Lines Bundle Talk,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7626737286692130051.txt,https://www.tiktok.com/@joshadk/video/7626737286692130051,assets/videos/talking-joshadk-7626737286692130051.mp4,TikTok subtitle.
7620648304128314655,@holisticglowupp,talking_head,PDRN Bundle Explainer,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7620648304128314655.txt,https://www.tiktok.com/@holisticglowupp/video/7620648304128314655,assets/videos/talking-holisticglowupp-7620648304128314655.mp4,TikTok subtitle.
7619128458060336415,@elder.jack,talking_head,Elder Jack Skin Talk,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7619128458060336415.txt,https://www.tiktok.com/@elder.jack/video/7619128458060336415,assets/videos/talking-elder.jack-7619128458060336415.mp4,TikTok subtitle.
7560208949903920414,@elder.jack,talking_head,PDRN K-Beauty Trend,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7560208949903920414.txt,https://www.tiktok.com/@elder.jack/video/7560208949903920414,assets/videos/talking-elder.jack-7560208949903920414.mp4,TikTok subtitle.
7628304350091300127,@little_miss_c_,talking_head,Medicube Powerhouse Serum,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/little-miss-c-probe/transcripts/7628304350091300127.txt,https://www.tiktok.com/@little_miss_c_/video/7628304350091300127,assets/videos/talking-little_miss_c_-7628304350091300127.mp4,TikTok subtitle.
7626188830231629086,@claudia_glow01,skit,Messy Beauty Hack,asr_local_low_quality,low,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/skit-claudia_glow01-7626188830231629086.txt,https://www.tiktok.com/@claudia_glow01/video/7626188830231629086,assets/videos/skit-claudia_glow01-7626188830231629086.mp4,Local ASR exists but is low quality. Use visual teardown first.
7618446657650314509,@lanceshopfinds1,skit,Product Solves the Annoying Part,subtitle,yes,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/transcripts/raw/transcripts/7618446657650314509.txt,https://www.tiktok.com/@lanceshopfinds1/video/7618446657650314509,assets/videos/skit-lanceshopfinds1-7618446657650314509.mp4,TikTok subtitle.
